ERF_ID,Source_ID,Rupture_ID,Source_Name,Source_Type,Mag,Prob,Grid_Spacing,Num_Rows,Num_Columns,Num_Points,Start_Lat,Start_Lon,Start_Depth,End_Lat,End_Lon,End_Depth
100,1063,55,SISZ_Fault_1063,,5.5,0.5,0.2,19,29,551,63.98,-21.386,2.505,64.033,-21.386,6.482
100,1064,55,SISZ_Fault_1064,,5.5,0.5,0.2,19,29,551,63.92,-21.291,0.0,63.974,-21.291,3.987
100,1065,55,SISZ_Fault_1065,,5.5,0.5,0.2,20,30,600,63.979,-21.292,0.0,64.033,-21.292,4.032
100,1066,55,SISZ_Fault_1066,,5.5,0.5,0.2,20,30,600,63.88,-21.265,0.451,63.935,-21.265,4.505
100,1067,55,SISZ_Fault_1067,,5.5,0.5,0.2,20,30,600,63.914,-21.244,0.0,63.969,-21.244,4.074
100,1068,55,SISZ_Fault_1068,,5.5,0.5,0.2,20,30,600,63.892,-21.283,2.063,63.947,-21.283,6.172
100,1069,55,SISZ_Fault_1069,,5.5,0.5,0.2,20,30,600,63.985,-21.283,2.617,64.04,-21.283,6.732
100,1070,55,SISZ_Fault_1070,,5.5,0.5,0.2,20,31,620,63.891,-21.353,0.0,63.947,-21.353,4.142
100,1071,55,SISZ_Fault_1071,,5.5,0.5,0.2,20,31,620,63.896,-21.218,1.808,63.951,-21.218,5.955
100,1072,55,SISZ_Fault_1072,,5.5,0.5,0.2,20,31,620,63.928,-21.16,4.354,63.984,-21.16,8.504
100,1073,55,SISZ_Fault_1073,,5.5,0.5,0.2,20,31,620,63.981,-21.348,0.0,64.037,-21.348,4.156
100,1074,55,SISZ_Fault_1074,,5.5,0.5,0.2,20,31,620,63.892,-21.297,0.0,63.948,-21.297,4.167
100,1075,55,SISZ_Fault_1075,,5.5,0.5,0.2,20,31,620,63.945,-21.297,4.646,64.002,-21.297,8.827
100,1076,55,SISZ_Fault_1076,,5.5,0.5,0.2,20,31,620,63.844,-21.197,1.546,63.901,-21.197,5.743
100,1077,56,SISZ_Fault_1077,,5.6,0.5,0.2,21,31,651,64.019,-21.123,4.783,64.076,-21.123,9.0
100,1078,56,SISZ_Fault_1078,,5.6,0.5,0.2,21,31,651,63.93,-21.344,3.325,63.987,-21.344,7.562
100,1079,56,SISZ_Fault_1079,,5.6,0.5,0.2,21,32,672,63.96,-21.306,0.0,64.018,-21.306,4.292
100,1080,56,SISZ_Fault_1080,,5.6,0.5,0.2,21,32,672,64.005,-21.238,2.505,64.063,-21.238,6.819
100,1081,56,SISZ_Fault_1081,,5.6,0.5,0.2,21,32,672,63.855,-21.323,4.624,63.914,-21.323,9.0
100,1082,56,SISZ_Fault_1082,,5.6,0.5,0.2,21,32,672,63.963,-21.358,4.611,64.022,-21.358,9.0
100,1083,56,SISZ_Fault_1083,,5.6,0.5,0.2,22,33,726,63.876,-21.321,4.575,63.936,-21.321,9.0
100,1084,56,SISZ_Fault_1084,,5.6,0.5,0.2,22,33,726,63.981,-21.253,0.099,64.041,-21.253,4.562
100,1085,56,SISZ_Fault_1085,,5.6,0.5,0.2,22,33,726,63.898,-21.125,4.535,63.958,-21.125,9.0
100,1086,56,SISZ_Fault_1086,,5.6,0.5,0.2,22,33,726,63.983,-21.184,4.515,64.043,-21.184,9.0
100,1087,56,SISZ_Fault_1087,,5.6,0.5,0.2,22,33,726,64.006,-21.128,4.488,64.066,-21.128,9.0
100,1088,56,SISZ_Fault_1088,,5.6,0.5,0.2,22,34,748,63.862,-21.248,4.293,63.923,-21.248,8.835
100,1089,56,SISZ_Fault_1089,,5.6,0.5,0.2,22,34,748,63.973,-21.387,4.406,64.035,-21.387,9.0
100,1090,56,SISZ_Fault_1090,,5.6,0.5,0.2,23,34,782,63.89,-21.317,1.595,63.953,-21.317,6.233
100,1091,56,SISZ_Fault_1091,,5.6,0.5,0.2,23,34,782,63.965,-21.286,4.351,64.028,-21.286,9.0
100,1092,56,SISZ_Fault_1092,,5.6,0.5,0.2,23,34,782,63.89,-21.264,3.555,63.953,-21.264,8.216
100,1093,57,SISZ_Fault_1093,,5.7,0.5,0.2,23,35,805,63.978,-21.287,0.0,64.042,-21.287,4.709
100,1094,57,SISZ_Fault_1094,,5.7,0.5,0.2,23,35,805,63.977,-21.366,4.278,64.041,-21.366,9.0
100,1095,57,SISZ_Fault_1095,,5.7,0.5,0.2,23,35,805,63.891,-21.316,3.664,63.955,-21.316,8.395
100,1096,57,SISZ_Fault_1096,,5.7,0.5,0.2,23,35,805,63.889,-21.243,0.0,63.954,-21.243,4.791
100,1097,57,SISZ_Fault_1097,,5.7,0.5,0.2,23,35,805,64.0,-21.377,4.209,64.064,-21.377,9.0
100,1098,57,SISZ_Fault_1098,,5.7,0.5,0.2,23,35,805,63.981,-21.22,4.201,64.045,-21.22,9.0
100,1099,57,SISZ_Fault_1099,,5.7,0.5,0.2,24,36,864,63.981,-21.336,2.478,64.046,-21.336,7.347
100,1100,57,SISZ_Fault_1100,,5.7,0.5,0.2,24,36,864,63.975,-21.324,4.101,64.041,-21.324,9.0
100,1101,57,SISZ_Fault_1101,,5.7,0.5,0.2,24,37,888,63.843,-21.153,3.717,63.91,-21.153,8.66
100,1102,57,SISZ_Fault_1102,,5.7,0.5,0.2,25,37,925,63.888,-21.181,3.94,63.956,-21.181,8.966
100,1103,57,SISZ_Fault_1103,,5.7,0.5,0.2,25,37,925,63.852,-21.355,3.941,63.921,-21.355,9.0
100,1104,57,SISZ_Fault_1104,,5.7,0.5,0.2,25,38,950,64.009,-21.204,3.909,64.078,-21.204,9.0
100,1105,57,SISZ_Fault_1105,,5.7,0.5,0.2,25,38,950,63.958,-21.262,0.0,64.027,-21.262,5.105
100,1106,58,SISZ_Fault_1106,,5.8,0.5,0.2,25,38,950,63.914,-21.27,0.0,63.983,-21.27,5.144
100,1107,58,SISZ_Fault_1107,,5.8,0.5,0.2,26,39,1014,63.921,-21.35,3.795,63.991,-21.35,9.0
100,1108,58,SISZ_Fault_1108,,5.8,0.5,0.2,26,39,1014,63.943,-21.234,0.0,64.013,-21.234,5.231
100,1109,58,SISZ_Fault_1109,,5.8,0.5,0.2,26,39,1014,63.857,-21.329,3.714,63.928,-21.329,9.0
100,1110,58,SISZ_Fault_1110,,5.8,0.5,0.2,26,40,1040,63.936,-21.365,3.64,64.008,-21.365,9.0
100,1111,58,SISZ_Fault_1111,,5.8,0.5,0.2,26,40,1040,63.886,-21.137,3.573,63.958,-21.137,8.939
100,1112,58,SISZ_Fault_1112,,5.8,0.5,0.2,26,40,1040,63.913,-21.284,3.632,63.985,-21.284,9.0
100,1113,58,SISZ_Fault_1113,,5.8,0.5,0.2,28,42,1176,63.853,-21.331,0.0,63.929,-21.331,5.633
100,1114,58,SISZ_Fault_1114,,5.8,0.5,0.2,28,42,1176,63.947,-21.274,3.363,64.023,-21.274,9.0
100,1115,58,SISZ_Fault_1115,,5.8,0.5,0.2,28,42,1176,63.964,-21.366,2.954,64.04,-21.366,8.593
100,1116,58,SISZ_Fault_1116,,5.8,0.5,0.2,28,42,1176,63.887,-21.325,0.0,63.963,-21.325,5.658
100,1117,59,SISZ_Fault_1117,,5.9,0.5,0.2,28,42,1176,63.886,-21.267,2.163,63.963,-21.267,7.879
100,1118,59,SISZ_Fault_1118,,5.9,0.5,0.2,28,42,1176,64.012,-21.202,3.283,64.089,-21.202,9.0
100,1119,59,SISZ_Fault_1119,,5.9,0.5,0.2,28,43,1204,63.878,-21.163,0.045,63.956,-21.163,5.805
100,1120,59,SISZ_Fault_1120,,5.9,0.5,0.2,28,43,1204,63.933,-21.358,0.418,64.011,-21.358,6.207
100,1121,59,SISZ_Fault_1121,,5.9,0.5,0.2,29,43,1247,63.941,-21.347,0.0,64.02,-21.347,5.816
100,1122,59,SISZ_Fault_1122,,5.9,0.5,0.2,29,44,1276,63.925,-21.245,3.104,64.004,-21.245,8.971
100,1123,59,SISZ_Fault_1123,,5.9,0.5,0.2,29,44,1276,63.998,-21.212,0.835,64.078,-21.212,6.743
100,1124,59,SISZ_Fault_1124,,5.9,0.5,0.2,30,45,1350,63.885,-21.309,2.372,63.967,-21.309,8.487
100,1125,59,SISZ_Fault_1125,,5.9,0.5,0.2,30,45,1350,63.998,-21.236,2.879,64.08,-21.236,9.0
100,1126,59,SISZ_Fault_1126,,5.9,0.5,0.2,30,46,1380,63.885,-21.24,0.0,63.967,-21.24,6.136
100,1127,59,SISZ_Fault_1127,,5.9,0.5,0.2,30,46,1380,63.973,-21.25,1.797,64.056,-21.25,7.964
100,1128,59,SISZ_Fault_1128,,5.9,0.5,0.2,30,46,1380,63.851,-21.321,0.161,63.934,-21.321,6.333
100,1129,60,SISZ_Fault_1129,,6.0,0.5,0.2,31,46,1426,63.866,-21.347,2.752,63.95,-21.347,9.0
100,1130,60,SISZ_Fault_1130,,6.0,0.5,0.2,31,47,1457,63.884,-21.127,1.431,63.969,-21.127,7.714
100,1131,60,SISZ_Fault_1131,,6.0,0.5,0.2,32,48,1536,63.983,-21.265,2.51,64.071,-21.265,9.0
100,1132,60,SISZ_Fault_1132,,6.0,0.5,0.2,32,48,1536,63.978,-21.354,0.0,64.065,-21.354,6.502
100,1133,60,SISZ_Fault_1133,,6.0,0.5,0.2,32,49,1568,63.864,-21.223,0.0,63.952,-21.223,6.538
100,1134,60,SISZ_Fault_1134,,6.0,0.5,0.2,33,50,1650,63.906,-21.123,0.0,63.996,-21.123,6.672
100,1135,60,SISZ_Fault_1135,,6.0,0.5,0.2,33,50,1650,63.883,-21.128,0.0,63.973,-21.128,6.691
100,1136,60,SISZ_Fault_1136,,6.0,0.5,0.2,34,51,1734,63.867,-21.308,2.195,63.958,-21.308,9.0
100,1137,60,SISZ_Fault_1137,,6.0,0.5,0.2,34,51,1734,63.878,-21.125,2.071,63.972,-21.125,9.0
100,1138,61,SISZ_Fault_1138,,6.1,0.5,0.2,34,52,1768,63.882,-21.264,0.0,63.976,-21.264,6.963
100,1139,61,SISZ_Fault_1139,,6.1,0.5,0.2,35,52,1820,63.948,-21.386,1.941,64.043,-21.386,9.0
100,1140,61,SISZ_Fault_1140,,6.1,0.5,0.2,35,52,1820,63.952,-21.206,0.809,64.047,-21.206,7.871
100,1141,61,SISZ_Fault_1141,,6.1,0.5,0.2,35,53,1855,63.987,-21.163,0.0,64.083,-21.163,7.129
100,1142,61,SISZ_Fault_1142,,6.1,0.5,0.2,36,55,1980,63.933,-21.227,1.65,64.032,-21.227,9.0
100,1143,61,SISZ_Fault_1143,,6.1,0.5,0.2,36,55,1980,63.955,-21.225,0.0,64.054,-21.225,7.355
100,1144,62,SISZ_Fault_1144,,6.2,0.5,0.2,38,57,2166,63.88,-21.318,0.0,63.983,-21.318,7.692
100,1145,62,SISZ_Fault_1145,,6.2,0.5,0.2,38,57,2166,63.896,-21.338,1.267,64.0,-21.338,9.0
100,1146,62,SISZ_Fault_1146,,6.2,0.5,0.2,39,58,2262,63.886,-21.189,1.157,63.991,-21.189,9.0
100,1147,62,SISZ_Fault_1147,,6.2,0.5,0.2,39,59,2301,63.871,-21.299,0.0,63.977,-21.299,7.885
100,1148,62,SISZ_Fault_1148,,6.2,0.5,0.2,39,59,2301,63.947,-21.261,0.66,64.054,-21.261,8.596
100,1149,62,SISZ_Fault_1149,,6.2,0.5,0.2,40,60,2400,63.878,-21.351,0.0,63.986,-21.351,8.034
100,1150,62,SISZ_Fault_1150,,6.2,0.5,0.2,40,60,2400,63.865,-21.304,0.934,63.973,-21.304,9.0
100,1151,62,SISZ_Fault_1151,,6.2,0.5,0.2,41,61,2501,63.902,-21.318,0.766,64.013,-21.318,9.0
100,1152,62,SISZ_Fault_1152,,6.2,0.5,0.2,41,62,2542,63.914,-21.332,0.0,64.026,-21.332,8.321
100,1153,62,SISZ_Fault_1153,,6.2,0.5,0.2,41,62,2542,63.88,-21.359,0.658,63.993,-21.359,9.0
100,1154,63,SISZ_Fault_1154,,6.3,0.5,0.2,43,65,2795,63.942,-21.195,0.243,64.06,-21.195,8.973
100,1155,63,SISZ_Fault_1155,,6.3,0.5,0.2,44,66,2904,63.875,-21.374,0.0,63.994,-21.374,8.843
100,1156,63,SISZ_Fault_1156,,6.3,0.5,0.2,44,66,2904,63.889,-21.191,0.157,64.008,-21.191,9.0
100,1157,63,SISZ_Fault_1157,,6.3,0.5,0.2,44,66,2904,63.902,-21.353,0.157,64.021,-21.353,9.0
100,1158,63,SISZ_Fault_1158,,6.3,0.5,0.2,45,96,4320,63.862,-21.209,0.0,64.035,-21.209,9.0
100,1159,63,SISZ_Fault_1159,,6.3,0.5,0.2,45,96,4320,63.855,-21.227,0.0,64.028,-21.227,9.0
100,1160,64,SISZ_Fault_1160,,6.4,0.5,0.2,45,96,4320,63.862,-21.287,0.0,64.036,-21.287,9.0
100,1161,64,SISZ_Fault_1161,,6.4,0.5,0.2,45,96,4320,63.862,-21.26,0.0,64.036,-21.26,9.0
100,1162,64,SISZ_Fault_1162,,6.4,0.5,0.2,45,96,4320,63.862,-21.226,0.0,64.035,-21.226,9.0
100,1163,64,SISZ_Fault_1163,,6.4,0.5,0.2,45,96,4320,63.862,-21.348,0.0,64.035,-21.348,9.0
100,1164,64,SISZ_Fault_1164,,6.4,0.5,0.2,45,96,4320,63.871,-21.301,0.0,64.044,-21.301,9.0
100,1165,64,SISZ_Fault_1165,,6.4,0.5,0.2,45,96,4320,63.895,-21.304,0.0,64.068,-21.304,9.0
100,1166,64,SISZ_Fault_1166,,6.4,0.5,0.2,45,96,4320,63.894,-21.312,0.0,64.067,-21.312,9.0
100,1167,64,SISZ_Fault_1167,,6.4,0.5,0.2,45,96,4320,63.903,-21.132,0.0,64.077,-21.132,9.0
100,1168,64,SISZ_Fault_1168,,6.4,0.5,0.2,45,96,4320,63.862,-21.313,0.0,64.036,-21.313,9.0
100,1169,64,SISZ_Fault_1169,,6.4,0.5,0.2,45,96,4320,63.862,-21.259,0.0,64.036,-21.259,9.0
100,1170,64,SISZ_Fault_1170,,6.4,0.5,0.2,45,96,4320,63.862,-21.169,0.0,64.035,-21.169,9.0
100,1171,65,SISZ_Fault_1171,,6.5,0.5,0.2,45,96,4320,63.862,-21.309,0.0,64.036,-21.309,9.0
100,1172,65,SISZ_Fault_1172,,6.5,0.5,0.2,45,96,4320,63.89,-21.379,0.0,64.064,-21.379,9.0
100,1173,65,SISZ_Fault_1173,,6.5,0.5,0.2,45,96,4320,63.862,-21.196,0.0,64.035,-21.196,9.0
100,1174,65,SISZ_Fault_1174,,6.5,0.5,0.2,45,96,4320,63.862,-21.145,0.0,64.035,-21.145,9.0
100,1175,65,SISZ_Fault_1175,,6.5,0.5,0.2,45,96,4320,63.862,-21.253,0.0,64.036,-21.253,9.0
100,1176,65,SISZ_Fault_1176,,6.5,0.5,0.2,45,96,4320,63.889,-21.352,0.0,64.062,-21.352,9.0
100,1177,65,SISZ_Fault_1177,,6.5,0.5,0.2,45,96,4320,63.903,-21.14,0.0,64.076,-21.14,9.0
100,1178,65,SISZ_Fault_1178,,6.5,0.5,0.2,45,96,4320,63.861,-21.378,0.0,64.035,-21.378,9.0
100,1179,65,SISZ_Fault_1179,,6.5,0.5,0.2,45,96,4320,63.862,-21.164,0.0,64.035,-21.164,9.0
100,1180,66,SISZ_Fault_1180,,6.6,0.5,0.2,45,96,4320,63.874,-21.235,0.0,64.047,-21.235,9.0
100,1181,66,SISZ_Fault_1181,,6.6,0.5,0.2,45,96,4320,63.904,-21.124,0.0,64.077,-21.124,9.0
100,1182,66,SISZ_Fault_1182,,6.6,0.5,0.2,45,96,4320,63.879,-21.133,0.0,64.052,-21.133,9.0
100,1183,66,SISZ_Fault_1183,,6.6,0.5,0.2,45,96,4320,63.862,-21.204,0.0,64.035,-21.204,9.0
100,1184,66,SISZ_Fault_1184,,6.6,0.5,0.2,45,96,4320,63.876,-21.343,0.0,64.049,-21.343,9.0
100,1185,67,SISZ_Fault_1185,,6.7,0.5,0.2,45,96,4320,63.908,-21.181,0.0,64.082,-21.181,9.0
100,1186,67,SISZ_Fault_1186,,6.7,0.5,0.2,45,96,4320,63.862,-21.123,0.0,64.035,-21.123,9.0
100,1187,67,SISZ_Fault_1187,,6.7,0.5,0.2,45,96,4320,63.862,-21.206,0.0,64.035,-21.206,9.0
100,1188,50,SISZ_Fault_1188,,5.0,0.5,0.2,12,18,216,64.06,-20.736,6.682,64.093,-20.736,9.148
100,1189,50,SISZ_Fault_1189,,5.0,0.5,0.2,12,18,216,63.996,-20.722,0.127,64.029,-20.722,2.596
100,1190,50,SISZ_Fault_1190,,5.0,0.5,0.2,12,18,216,63.831,-20.74,3.968,63.864,-20.74,6.447
100,1191,50,SISZ_Fault_1191,,5.0,0.5,0.2,12,18,216,63.868,-21.1,8.48,63.901,-21.1,10.966
100,1192,50,SISZ_Fault_1192,,5.0,0.5,0.2,12,18,216,63.881,-20.828,5.177,63.915,-20.828,7.677
100,1193,50,SISZ_Fault_1193,,5.0,0.5,0.2,12,18,216,63.918,-20.54,7.244,63.952,-20.54,9.76
100,1194,50,SISZ_Fault_1194,,5.0,0.5,0.2,12,18,216,64.064,-20.87,8.482,64.098,-20.87,11.0
100,1195,50,SISZ_Fault_1195,,5.0,0.5,0.2,12,19,228,63.853,-20.604,0.399,63.887,-20.604,2.936
100,1196,50,SISZ_Fault_1196,,5.0,0.5,0.2,12,19,228,63.967,-21.076,8.447,64.001,-21.076,11.0
100,1197,50,SISZ_Fault_1197,,5.0,0.5,0.2,12,19,228,63.987,-21.064,5.097,64.022,-21.064,7.651
100,1198,50,SISZ_Fault_1198,,5.0,0.5,0.2,12,19,228,63.915,-20.781,4.705,63.95,-20.781,7.284
100,1199,50,SISZ_Fault_1199,,5.0,0.5,0.2,12,19,228,63.922,-20.532,3.858,63.957,-20.532,6.442
100,1200,50,SISZ_Fault_1200,,5.0,0.5,0.2,12,19,228,63.9,-20.658,7.549,63.935,-20.658,10.138
100,1201,50,SISZ_Fault_1201,,5.0,0.5,0.2,12,19,228,63.999,-20.567,2.829,64.034,-20.567,5.421
100,1202,51,SISZ_Fault_1202,,5.1,0.5,0.2,13,19,247,63.887,-20.616,0.0,63.922,-20.616,2.608
100,1203,51,SISZ_Fault_1203,,5.1,0.5,0.2,13,19,247,63.99,-20.922,0.0,64.025,-20.922,2.623
100,1204,51,SISZ_Fault_1204,,5.1,0.5,0.2,13,19,247,64.04,-20.52,0.0,64.076,-20.52,2.631
100,1205,51,SISZ_Fault_1205,,5.1,0.5,0.2,13,19,247,63.825,-20.549,4.036,63.861,-20.549,6.672
100,1206,51,SISZ_Fault_1206,,5.1,0.5,0.2,13,19,247,63.948,-20.801,2.081,63.983,-20.801,4.718
100,1207,51,SISZ_Fault_1207,,5.1,0.5,0.2,13,19,247,64.022,-20.516,8.358,64.057,-20.516,11.0
100,1208,51,SISZ_Fault_1208,,5.1,0.5,0.2,13,19,247,64.066,-20.642,7.535,64.101,-20.642,10.181
100,1209,51,SISZ_Fault_1209,,5.1,0.5,0.2,13,19,247,63.994,-20.749,3.07,64.03,-20.749,5.724
100,1210,51,SISZ_Fault_1210,,5.1,0.5,0.2,13,19,247,63.858,-21.121,0.0,63.894,-21.121,2.658
100,1211,51,SISZ_Fault_1211,,5.1,0.5,0.2,13,20,260,63.994,-20.736,0.967,64.03,-20.736,3.64
100,1212,51,SISZ_Fault_1212,,5.1,0.5,0.2,13,20,260,64.017,-21.075,7.212,64.053,-21.075,9.888
100,1213,51,SISZ_Fault_1213,,5.1,0.5,0.2,13,20,260,63.998,-20.79,1.869,64.034,-20.79,4.547
100,1214,51,SISZ_Fault_1214,,5.1,0.5,0.2,13,20,260,64.009,-20.666,3.432,64.045,-20.666,6.111
100,1215,51,SISZ_Fault_1215,,5.1,0.5,0.2,13,20,260,63.85,-20.993,0.0,63.886,-20.993,2.681
100,1216,51,SISZ_Fault_1216,,5.1,0.5,0.2,13,20,260,63.994,-20.647,0.859,64.03,-20.647,3.545
100,1217,51,SISZ_Fault_1217,,5.1,0.5,0.2,13,20,260,63.995,-20.692,5.527,64.031,-20.692,8.217
100,1218,51,SISZ_Fault_1218,,5.1,0.5,0.2,13,20,260,64.035,-21.034,8.299,64.072,-21.034,11.0
100,1219,51,SISZ_Fault_1219,,5.1,0.5,0.2,13,20,260,63.969,-20.986,2.391,64.005,-20.986,5.098
100,1220,51,SISZ_Fault_1220,,5.1,0.5,0.2,13,20,260,64.051,-21.008,0.703,64.088,-21.008,3.414
100,1221,51,SISZ_Fault_1221,,5.1,0.5,0.2,13,20,260,63.996,-20.654,4.593,64.032,-20.654,7.313
100,1222,51,SISZ_Fault_1222,,5.1,0.5,0.2,13,20,260,64.022,-20.707,0.325,64.059,-20.707,3.046
100,1223,51,SISZ_Fault_1223,,5.1,0.5,0.2,13,20,260,63.938,-20.783,6.863,63.975,-20.783,9.593
100,1224,51,SISZ_Fault_1224,,5.1,0.5,0.2,13,20,260,64.041,-20.927,7.731,64.078,-20.927,10.477
100,1225,51,SISZ_Fault_1225,,5.1,0.5,0.2,13,20,260,63.916,-20.676,6.42,63.953,-20.676,9.189
100,1226,51,SISZ_Fault_1226,,5.1,0.5,0.2,13,20,260,63.849,-20.781,8.051,63.887,-20.781,10.822
100,1227,51,SISZ_Fault_1227,,5.1,0.5,0.2,13,20,260,63.957,-20.532,2.549,63.994,-20.532,5.333
100,1228,51,SISZ_Fault_1228,,5.1,0.5,0.2,14,21,294,63.831,-20.839,0.233,63.869,-20.839,3.047
100,1229,51,SISZ_Fault_1229,,5.1,0.5,0.2,14,21,294,63.875,-21.027,8.072,63.913,-21.027,10.887
100,1230,51,SISZ_Fault_1230,,5.1,0.5,0.2,14,21,294,63.924,-21.053,2.127,63.962,-21.053,4.951
100,1231,51,SISZ_Fault_1231,,5.1,0.5,0.2,14,21,294,63.901,-21.033,4.653,63.939,-21.033,7.482
100,1232,51,SISZ_Fault_1232,,5.1,0.5,0.2,14,21,294,63.911,-20.517,0.0,63.949,-20.517,2.83
100,1233,51,SISZ_Fault_1233,,5.1,0.5,0.2,14,21,294,63.908,-20.776,5.185,63.946,-20.776,8.018
100,1234,52,SISZ_Fault_1234,,5.2,0.5,0.2,14,21,294,63.988,-20.92,0.126,64.026,-20.92,2.967
100,1235,52,SISZ_Fault_1235,,5.2,0.5,0.2,14,21,294,64.073,-20.771,5.652,64.111,-20.771,8.504
100,1236,52,SISZ_Fault_1236,,5.2,0.5,0.2,14,21,294,64.04,-21.046,6.208,64.078,-21.046,9.065
100,1237,52,SISZ_Fault_1237,,5.2,0.5,0.2,14,21,294,64.002,-21.101,6.523,64.041,-21.101,9.381
100,1238,52,SISZ_Fault_1238,,5.2,0.5,0.2,14,21,294,63.907,-20.524,5.543,63.946,-20.524,8.422
100,1239,52,SISZ_Fault_1239,,5.2,0.5,0.2,14,21,294,63.885,-21.057,0.0,63.924,-21.057,2.886
100,1240,52,SISZ_Fault_1240,,5.2,0.5,0.2,14,21,294,64.005,-20.688,3.871,64.044,-20.688,6.765
100,1241,52,SISZ_Fault_1241,,5.2,0.5,0.2,14,21,294,63.978,-21.046,8.103,64.017,-21.046,11.0
100,1242,52,SISZ_Fault_1242,,5.2,0.5,0.2,14,21,294,63.94,-21.089,0.0,63.979,-21.089,2.908
100,1243,52,SISZ_Fault_1243,,5.2,0.5,0.2,14,21,294,64.054,-20.928,5.813,64.094,-20.928,8.728
100,1244,52,SISZ_Fault_1244,,5.2,0.5,0.2,14,22,308,63.912,-20.632,4.422,63.951,-20.632,7.365
100,1245,52,SISZ_Fault_1245,,5.2,0.5,0.2,14,22,308,63.994,-20.641,0.0,64.034,-20.641,2.948
100,1246,52,SISZ_Fault_1246,,5.2,0.5,0.2,14,22,308,63.936,-21.06,0.0,63.976,-21.06,2.961
100,1247,52,SISZ_Fault_1247,,5.2,0.5,0.2,14,22,308,63.916,-20.834,0.0,63.956,-20.834,2.972
100,1248,52,SISZ_Fault_1248,,5.2,0.5,0.2,14,22,308,64.018,-20.739,3.032,64.058,-20.739,6.02
100,1249,52,SISZ_Fault_1249,,5.2,0.5,0.2,15,22,330,63.867,-20.624,5.934,63.908,-20.624,8.959
100,1250,52,SISZ_Fault_1250,,5.2,0.5,0.2,15,22,330,63.914,-20.844,5.355,63.955,-20.844,8.412
100,1251,52,SISZ_Fault_1251,,5.2,0.5,0.2,15,23,345,64.053,-20.7,7.931,64.094,-20.7,11.0
100,1252,52,SISZ_Fault_1252,,5.2,0.5,0.2,15,23,345,64.068,-20.68,5.193,64.109,-20.68,8.263
100,1253,52,SISZ_Fault_1253,,5.2,0.5,0.2,15,23,345,63.876,-20.703,5.296,63.918,-20.703,8.378
100,1254,52,SISZ_Fault_1254,,5.2,0.5,0.2,15,23,345,63.925,-20.719,6.227,63.966,-20.719,9.32
100,1255,52,SISZ_Fault_1255,,5.2,0.5,0.2,15,23,345,63.899,-21.06,6.199,63.941,-21.06,9.297
100,1256,52,SISZ_Fault_1256,,5.2,0.5,0.2,15,23,345,63.98,-21.051,6.192,64.021,-21.051,9.293
100,1257,52,SISZ_Fault_1257,,5.2,0.5,0.2,15,23,345,63.911,-20.596,1.688,63.952,-20.596,4.792
100,1258,52,SISZ_Fault_1258,,5.2,0.5,0.2,15,23,345,64.01,-20.621,7.888,64.052,-20.621,11.0
100,1259,52,SISZ_Fault_1259,,5.2,0.5,0.2,15,23,345,64.021,-20.961,4.644,64.063,-20.961,7.769
100,1260,52,SISZ_Fault_1260,,5.2,0.5,0.2,15,23,345,63.981,-20.584,3.305,64.023,-20.584,6.432
100,1261,52,SISZ_Fault_1261,,5.2,0.5,0.2,15,23,345,64.023,-20.994,7.871,64.065,-20.994,11.0
100,1262,52,SISZ_Fault_1262,,5.2,0.5,0.2,15,23,345,63.916,-21.064,0.0,63.958,-21.064,3.133
100,1263,52,SISZ_Fault_1263,,5.2,0.5,0.2,15,23,345,63.884,-20.681,4.301,63.926,-20.681,7.451
100,1264,53,SISZ_Fault_1264,,5.3,0.5,0.2,15,23,345,63.918,-20.603,4.52,63.961,-20.603,7.692
100,1265,53,SISZ_Fault_1265,,5.3,0.5,0.2,15,23,345,63.894,-20.787,5.024,63.937,-20.787,8.198
100,1266,53,SISZ_Fault_1266,,5.3,0.5,0.2,15,23,345,63.837,-20.737,4.807,63.88,-20.737,7.998
100,1267,53,SISZ_Fault_1267,,5.3,0.5,0.2,16,23,368,63.89,-20.764,5.798,63.933,-20.764,8.999
100,1268,53,SISZ_Fault_1268,,5.3,0.5,0.2,16,24,384,63.963,-20.693,0.018,64.006,-20.693,3.237
100,1269,53,SISZ_Fault_1269,,5.3,0.5,0.2,16,24,384,64.026,-20.521,0.0,64.069,-20.521,3.222
100,1270,53,SISZ_Fault_1270,,5.3,0.5,0.2,16,24,384,63.901,-20.946,5.133,63.944,-20.946,8.357
100,1271,53,SISZ_Fault_1271,,5.3,0.5,0.2,16,24,384,64.063,-20.6,7.146,64.107,-20.6,10.404
100,1272,53,SISZ_Fault_1272,,5.3,0.5,0.2,16,24,384,63.853,-20.892,3.345,63.897,-20.892,6.629
100,1273,53,SISZ_Fault_1273,,5.3,0.5,0.2,16,24,384,63.944,-20.799,4.029,63.988,-20.799,7.333
100,1274,53,SISZ_Fault_1274,,5.3,0.5,0.2,16,24,384,63.914,-21.025,1.29,63.959,-21.025,4.61
100,1275,53,SISZ_Fault_1275,,5.3,0.5,0.2,16,25,400,63.914,-21.006,3.818,63.959,-21.006,7.177
100,1276,53,SISZ_Fault_1276,,5.3,0.5,0.2,16,25,400,63.907,-20.977,3.826,63.952,-20.977,7.187
100,1277,53,SISZ_Fault_1277,,5.3,0.5,0.2,16,25,400,64.062,-20.688,0.0,64.108,-20.688,3.394
