Rup_Var_Scenario_ID,Rup_Var_Scenario_Attr_Name,Rup_Var_Scenario_Attr_Value,Rup_Var_Scenario_Attr_Type,Rup_Var_Scenario_Attr_Units
1,target_hypo_spacing,5,,km
